"","R0.1.1","R0.2.1","R0.3.1","R0.5.1","R0.6.1","R0.7.1","R0.8.1","R0.9.1","R0.10.1","PR.2.1","PR.3.1","PR.4.1","PR.5.1","PR.7.1","PR.8.1","PR.9.1","PR.10.1","ER.1.1","ER.5.1","ER.6.1","ER.7.1","ER.10.1"
"RBM3",-0.847441066,-0.264760953,1.339771314,-0.170584285,0.680910088,-0.417244059,-0.333483107,-0.638782665,-0.50029718,-0.050452393,-1.308160694,0.071479649,0.714242931,0.247132683,-0.918571548,-0.38929454,0.31513571,-0.644453254,0.283289654,-0.273080569,1.99971447,-0.374571717
"ESRP2",0.329035702,-0.012509737,0.232976366,-0.433512884,0.875138885,-0.24770752,-0.169734377,0.046515224,0.51504675,0.821418976,-0.924950323,-0.315694416,-0.108186818,0.631480149,0.505352108,0.005894133,-1.380294418,0.166339139,0.419671954,-0.374951548,0.515195419,-0.507562064
"DNAJC17",-0.084066427,1.044339336,-0.271966599,0.418426562,0.540981448,0.326312538,0.263302358,-0.358601836,0.320394306,0.819182792,-0.743874469,-0.027203258,-0.449283055,0.861998745,-0.226386212,-0.416648392,-0.34794791,0.473695751,0.0901678,-0.318988153,0.013229322,-0.690494063
"MYEF2",1.271395207,1.313739582,1.278835073,0.780404414,0.948080678,0.334784044,0.133362255,-0.188649219,0.500548991,0.385873682,-0.650653771,-0.306501938,-0.575509244,-0.103913685,-0.598271157,-1.256954679,-1.401080616,1.272936714,0.773025879,-0.432118541,0.425887007,-0.821667614
"ESRP1",1.715337096,1.213250026,0.547450891,-1.623313332,1.048274319,0.655706415,-0.777316245,0.531709945,0.83784356,0.166269238,0.068242831,-0.0663811,0.247502494,0.847556469,0.572777851,0.299607679,-1.109784861,0.067548607,0.931108123,0.102196505,1.329916684,-0.437472855
"HNRNPL",0.432701746,0.591982475,0.573251822,0.871005852,0.979498193,-0.01848014,0.190338669,0.241131248,-0.001393587,0.398218901,-0.216445377,0.483103529,-0.224266917,0.024080058,0.110694199,-0.147925359,-0.165947796,0.075270958,0.894487497,0.266083404,0.25459258,-0.179951545
"SNRNP70",0.136143205,0.640219705,0.641793677,0.81232008,0.959856764,-0.011721673,-0.107379216,-0.010536691,-0.07816089,0.704765708,-0.428592359,0.430115126,-0.035184901,-0.22442746,0.066718784,-0.029447713,-0.240733639,0.208546502,0.643669006,0.234408688,0.298880037,-0.412804371
"TRMT1",0.822581013,0.316223094,0.246800812,0.753410412,0.183805515,0.69107794,-0.217119009,0.010190746,0.331428207,0.175214181,-0.360144816,0.523152425,-0.668924568,1.039426379,-0.16543274,0.843798685,-0.427754816,-0.315771933,-1.007558549,-0.090038875,0.353844582,-0.057979747
"NOVA2",0.028624925,1.589620636,1.414042506,0.935121324,0.768789649,-0.933450981,-0.569773514,0.127002928,0.433968698,-1.132576845,-0.282726212,0.470723969,0.336676942,-0.394997392,-0.888312166,-1.172909753,-0.311873781,0.146781923,1.384359354,-0.075979196,-0.075238845,-0.115618985
"ZC3HAV1",0.304818708,-0.194826645,-0.325691333,-0.846584021,0.230344698,-0.073403958,-0.45679633,0.257644021,0.309168401,-0.186929907,-0.067835805,0.146701804,-0.182853162,0.209682259,-0.227718316,-0.139393104,0.007480749,0.449875504,-0.197011449,-0.227527282,-0.214995786,-0.103256892
"EIF3B",0.42213465,0.133708706,0.015753624,0.500823588,0.127795722,0.53503355,0.006965284,0.210859441,-0.106707012,0.226165808,-0.464802544,0.251145984,-0.217430771,0.177615107,0.182157462,0.133583424,-0.034206773,-0.378726065,0.455717072,-0.155481962,0.62494586,-0.081512996
"RBM28",0.730737622,0.669139133,1.081653054,1.003676544,0.69441532,-0.395206966,-0.24587118,0.181440647,0.044988085,0.251121581,-0.548031488,0.509683312,-0.59987063,-0.315232727,-0.386217646,-0.716306173,-0.662785675,-0.296366658,0.514143205,0.03160239,0.684106972,-0.272103109
"EIF4H",-0.01118188,0.70999159,0.951610726,0.058042413,0.677943022,0.391055381,-0.401129779,0.13555885,0.623419371,-0.140990734,-0.396535044,-0.60211593,0.168293865,0.131235254,-0.015685494,0.119028175,-0.121720473,0.360183723,0.578723347,0.514231313,0.605646069,-0.190879843
"FUBP3",-0.448200488,0.185734432,-0.011301209,-0.002358892,0.660261742,-0.407047579,0.212750354,0.129799137,-0.149405547,0.309901665,-0.173697115,-0.225767844,-0.021157317,-0.34422775,0.054978033,0.24509295,-0.162320536,0.175860294,0.286467238,-0.10428309,0.367512575,-0.265807583
"LARP4B",0.854620696,0.679300793,0.496284307,0.647086137,0.522848787,0.475312896,-0.377042768,0.707973503,-0.180187798,0.203588807,0.013393166,-0.107727701,-0.079279465,0.729877209,0.784387791,-0.166758306,-0.258471331,0.238542121,0.457517696,-0.074707093,0.27160896,-0.13218942
"SUPT6H",0.035623443,0.215107727,0.154793671,0.343631813,0.698456215,-0.036045315,0.311434215,-0.074581163,-0.150848082,0.285103801,-0.330353969,0.399660529,-0.052624342,0.031310842,-0.020553826,0.176894713,-0.10271379,-0.082592912,0.536960593,0.274739973,0.60549576,-0.10821952
"CPSF6",0.439257353,0.285137378,0.548382967,0.756160503,0.824710982,-0.063405476,0.213264371,0.309230702,0.280069262,0.732427091,-0.561518491,0.365787005,-0.365093345,-0.238688394,-0.143273895,-0.055249949,-0.240854395,0.246764849,0.675749742,0.177967864,0.437752947,-0.252190745
"KRR1",0.967405088,0.809735451,0.257037342,1.11325377,0.769137364,-0.380576059,0.030601412,0.02745162,0.043885875,0.51166793,-0.286843689,0.436053984,-0.038537403,-0.221983941,0.20557933,0.019537177,-1.087106823,0.140470151,0.327898016,-0.406356474,1.055943141,-0.392064766
"QKI",-0.618230511,-0.411498594,-0.134221676,0.981198602,0.102105942,-0.765375214,0.254377098,-0.555410923,-0.48007666,0.402469995,0.306245567,0.063222568,-0.258207618,-0.395740804,0.037877804,0.635349688,0.709034764,-0.406262374,0.022201029,0.527787955,-0.541808062,-0.06393396
"FXR1",0.052608515,1.149025159,0.886294482,0.90487063,0.526896894,-0.419764096,-0.053589351,0.701391321,0.675946262,-0.09161054,0.078006628,-0.093336233,0.287627645,-0.875311898,-0.073439904,0.393358485,-0.016442804,0.829323878,0.783103041,0.615787512,-0.516838458,-0.113626618
"NCL",1.01530021,0.887506535,0.993152918,0.700880311,1.368825603,0.297708175,0.270760893,0.205439204,0.295606732,0.537851479,-0.621833995,0.533852975,0.310911765,-0.165334663,-0.189165849,-0.211648253,-0.68211998,0.759393719,0.854160515,0.304732126,0.607947247,-0.578215476
"HDLBP",-0.151942037,-0.331149147,0.102934936,-0.082784056,0.090674909,-0.103952733,0.172948793,0.178594073,-0.145380471,-0.442216184,-0.500451247,-0.104267586,0.503213527,0.488314553,0.035001031,0.224560763,0.70258485,-0.666692812,0.040278107,-0.156394722,0.114572031,0.10472137
"PNO1",1.524394679,0.124051122,0.261051096,1.141881373,0.803927496,-0.435626288,0.039696351,0.053906168,-0.057418501,0.543386506,-0.24820711,0.631611313,-0.836165378,0.284821069,-0.061554763,0.082163205,-0.308032816,-0.454536303,1.164028341,-0.048984895,1.868752859,-0.763717974
"TIA1",-0.364116036,-0.196965282,0.870641788,1.447682964,1.220317569,0.14697499,0.468119552,0.195627511,0.261745281,-0.414030211,-0.770582308,0.337016801,-0.123012876,-0.958857311,-0.024371851,0.070157897,-0.382784194,0.248545132,0.955031463,-0.338513417,0.272596753,-0.286615913
"SFPQ",0.305106097,0.334571361,0.32928734,0.757895228,0.888225563,-0.180833084,0.196622918,0.116835563,0.084370213,0.292074483,-0.459914043,0.221719401,-0.190875799,-0.223224615,-0.065386872,0.081803896,-0.168022172,0.001798889,0.767248971,0.134344256,0.099328989,-0.111876769
"PRPF3",0.190644333,0.603091326,0.662460403,1.101436075,0.97552919,-0.479531247,-0.186136765,-0.07551675,0.16979975,0.237176156,-0.328453343,0.079956885,-0.395494583,0.087326718,0.179387309,0.378258035,-0.294011897,-0.050238096,0.775227038,-0.115864142,0.359954386,-0.178545751
"PTBP2",0.559782299,0.937344845,2.681250213,2.228430795,2.652503331,-1.426569932,0.321271624,1.044347082,-0.384180263,-1.362236147,-1.097147474,-1.224806862,0.758083039,-1.325259412,-0.641889878,-0.464513626,-0.63126155,0.486506102,2.432531587,-1.398780007,1.837919009,-0.176073017
"RBM25",0.079187368,0.57238638,0.502461919,0.725175134,1.057006563,0.131464602,0.005263122,0.293515726,-0.173014723,0.316074965,-0.190527713,0.549404922,0.145251695,-0.111945173,0.267485936,0.250468288,-0.408339649,0.394215402,0.688572857,0.017107279,0.199655596,-0.54612186
"TARDBP",0.606040417,0.434139109,0.437126169,0.594114867,0.71105511,0.201228636,0.300836825,0.187036737,-0.064585676,0.500689142,0.007933939,0.262368095,-0.088631842,0.012251003,0.306078403,-0.006098606,-0.357151947,0.152551914,0.921800946,0.199927304,0.399953234,-0.55136717
"AKAP1",0.61975311,-0.279643682,-0.145689055,-0.394190769,-0.300539586,-0.287397121,-0.464076928,0.528775048,-0.120453574,0.684068713,-0.727950577,-0.171955262,0.030532782,0.294359839,-0.756474491,-0.660155116,-0.865388961,-0.225502637,0.187421453,-0.798418125,0.214886025,-0.400092934
"PSPC1",0.596849708,1.0718286,0.278474978,1.072934956,0.99698064,0.098643403,0.032939549,0.106316483,0.27669575,0.710713968,-0.110302378,0.462709174,-0.4991852,-1.283942485,-0.084087997,-0.308925723,-0.537440319,-0.101032418,1.056017379,-0.329314893,0.120969522,-0.543406585
"ZCCHC17",0.483513958,0.662401039,0.023724398,-0.011801534,1.378054506,-1.004866811,1.161979261,-0.367973385,-0.831707442,0.465831259,-0.432291652,0.595643182,-1.225048377,-0.392951793,0.1733701,0.332724099,-1.040201989,0.742906426,-0.160112525,0.232810336,0.087010162,-0.234736685
"KHDRBS1",0.383020276,0.647088524,0.754913293,0.892509128,1.341229792,-0.214395753,0.40153031,0.154916938,-0.006078724,0.40075755,-0.290099654,0.27054536,-0.358184383,-0.03530062,-0.196581846,0.212323571,-0.044572194,0.197502931,1.249534174,0.121694965,0.382191565,-0.1873393
"ZC3H7A",-0.232262862,-0.474195501,0.496677182,0.343277331,-0.041587626,0.013065535,0.366888307,-0.307078502,0.248376885,0.566242916,-0.703532445,-0.010802063,0.133995026,0.001387919,0.231595664,0.226258696,-0.334129796,-0.300257972,-0.027242071,-0.244752381,0.140113616,-0.252333687
"HNRNPA2B1",0.666736228,0.653710469,0.552368302,0.584729825,1.094069632,0.163372864,-0.064854411,0.173532168,0.173961873,0.570699434,-0.543531364,0.537405318,-0.347578048,-0.121825646,0.114585065,0.090205519,-0.291219466,0.589539056,1.047532347,0.430970157,0.240397512,-0.453818993
"BICC1",-1.446773298,-1.177558561,-1.241355767,-1.658849106,-1.529107894,-0.658792072,1.137760434,-1.22726679,-0.212383495,-1.09866163,-1.338966701,-0.823756461,0.345832511,0.101072175,1.085776129,-0.077219497,1.758243217,-1.022967481,-1.099037128,-0.55109065,-1.292636005,0.93101355
"RBM19",0.227357526,0.243173074,0.800468857,0.818100934,0.544193592,-0.10619932,0.435565455,-0.465788172,0.181902246,0.739224015,-0.139780931,-0.054302806,0.01477426,-0.132423466,0.113957758,0.161690064,-0.491488711,0.273082181,0.644728695,-0.493032985,0.326881821,-0.158902891
"ZC3H13",-0.025343035,0.254452385,0.210133445,0.353411974,0.843081978,-0.31717631,-0.04236101,0.167333135,-0.177825011,0.512545941,-0.917034071,0.223299866,-0.155745784,-0.511370953,-0.501380127,-0.012207219,-0.054064256,0.000731135,0.546562939,0.242898563,0.223119186,-0.042654319
"RNF113A",0.526154788,0.133782605,0.2555897,-0.141134348,0.376216916,0.945972541,0.326276938,-0.012549938,0.758942771,0.374471218,-0.468689624,0.833193199,-0.153046772,-0.15440587,0.661948844,-0.401931487,-0.1578259,0.258024051,-0.013190756,0.042310235,-0.206835461,-0.34604578
"SNRPD2",0.309777779,0.629286693,0.662614745,0.371373607,0.719959058,0.160578245,0.36837796,0.123785172,0.373414869,0.46361839,0.206255959,0.350612164,-0.069899425,-0.088612119,-0.022749146,-0.205528525,-0.337257304,0.15511019,1.071816504,0.624280615,0.451591409,-0.458048253
"SNRPB2",0.330990509,0.485596693,0.260683818,0.551936444,0.485884411,0.277048952,0.2399378,-0.207497293,0.272395888,0.542365331,-0.066634615,0.386045818,0.176029774,-0.087004724,0.210317227,0.075946874,-0.462159799,-0.034590592,0.457706943,-0.104357675,0.342286534,-0.016394216
"HNRNPR",0.759900924,0.340486844,0.577133356,0.535486082,0.810984871,0.174429006,0.329976901,0.100300264,0.230713577,0.452103068,-0.361745974,0.410589575,-0.055590203,-0.449374606,-0.060245124,0.082317956,-0.356809042,0.337318231,1.296839499,0.08819146,0.334654206,-0.260002086
"RALY",0.386378702,0.655450781,0.041755227,-0.432045901,1.26393374,-0.482418814,0.165432998,0.492390933,-0.017452075,-0.287788588,0.065008188,0.53094213,-0.294540673,0.051939259,-0.141586444,-0.392187475,-0.302097503,1.077092837,1.362074751,0.231929382,0.211129018,-0.571272641
"RBM42",0.158040646,0.644841401,-0.111853999,0.155529572,0.372514895,-0.617097547,-0.052312398,-0.087376833,-0.304248167,0.414387628,-0.20991906,0.071020259,-0.1564845,0.238693897,0.209268973,0.14865814,0.648759085,-0.039669121,0.830849846,0.027482722,-0.01538974,0.066789976
"HNRNPH2",0.128184268,0.336600442,0.390632416,0.049310171,0.376603681,0.236146031,-0.076467066,0.089497162,-0.108223874,0.287046261,-0.0899474,-0.445855887,0.206466758,0.010705312,0.135736722,-0.502105678,0.163211638,0.048594584,0.145703498,0.014500895,0.244569632,-0.251736838
"FXR2",-0.278738319,-0.308723862,-0.249464566,0.371391199,0.651468002,0.524233094,0.381778196,-0.225905531,-0.059203459,-0.473665733,-0.091638549,-0.16930842,-0.350007998,-0.10606097,-0.274819915,0.216380773,0.177625517,0.559615106,0.670740579,-0.381881604,-0.082081384,0.120001737
"SAFB2",0.43985524,0.60703657,0.076476123,1.106825066,0.646828856,0.243344694,-0.051379018,-0.311088988,0.253213934,0.844415047,-1.104922519,0.17444216,-0.470598061,-0.397128323,-0.602501895,-0.107626598,-0.493159496,-0.276921708,0.377801249,-0.501024852,-0.000176509,-0.014360078
"LSM7",0.448707576,0.425039727,0.900554728,0.323053975,0.728772033,0.673167308,0.802386197,0.015738557,0.477730895,0.735111999,0.07126403,0.930314982,0.543082437,0.465012972,-0.062746016,-0.154615336,-0.118089,0.455485651,0.445560253,0.234552589,0.485126855,-0.213673846
"LSM4",0.402632683,0.755393281,0.550424213,0.614341309,0.44917337,0.875097768,0.46463666,-0.292489064,0.194693704,0.995284249,0.454972314,0.570327461,0.246012372,0.457750977,0.386566316,-0.103798421,-0.484401117,0.847954537,0.575902199,0.947230307,0.307671775,-0.163323696
"ZC3H4",-0.153629661,-0.127053979,0.31705978,0.975483409,0.652460364,-0.787916895,0.120241626,-0.119881808,-0.075761885,0.167944117,-0.937983647,0.707591051,-0.071065368,0.043112022,-1.139637497,-0.00814714,0.030359771,0.483272541,0.657826618,-0.695847727,-0.358243028,0.032292951
"EIF3G",0.447878327,0.24214693,0.095388554,0.623107939,-0.001027755,0.160236132,-0.212746838,0.010842943,-0.017156136,0.038857841,-0.70918494,0.203958642,-0.449409901,0.104812439,-0.213070731,0.206489441,-0.301654635,-0.553540755,0.112879889,-0.125926085,0.966741317,-0.173335361
"DKC1",1.776393395,0.494804068,0.462009794,0.435921595,0.175827743,0.419567048,-0.601799108,0.564405737,-0.052942545,1.052046917,-0.686097433,0.441092108,-0.189120641,-0.133575973,0.212903305,-1.076166562,-0.72121247,0.469865808,0.473790611,0.004075447,-0.033786808,-0.756581321
"PPIL4",-0.375434553,-0.520330462,0.033104802,0.983921726,0.712117986,-0.373745724,-0.078156157,-0.182884311,0.0498201,0.992185314,-0.232348669,0.384219985,-0.356048311,0.393883916,0.35115944,0.100118159,-0.009362319,0.371077328,0.685093201,-0.162753344,0.603079672,-0.248890366
"RBM39",0.341605999,0.851837446,0.758755485,0.452012321,0.843343744,-0.016722616,-0.042917688,0.404516704,0.00928584,0.539927044,-0.215090378,0.333663713,-0.10358584,-0.510502319,0.20189307,0.05022918,-0.267496974,0.069298632,0.909586953,0.138743719,0.363905177,-0.104902677
"ANKHD1",0.310383997,0.268392893,-0.321376782,-0.082669496,0.147949572,0.477775281,0.174211493,0.181739766,0.945004922,0.084049007,-0.100589987,0.112651192,-0.304588913,-0.170363057,0.031259445,-0.198417347,0.048122047,-0.599211939,0.067286354,-0.233320952,0.276908585,-0.140208814
"KHDRBS3",-1.434360325,0.922881111,-1.650247875,-0.803682081,-1.763519284,-0.272671412,-1.271400715,-0.735798274,-0.007853598,0.432618826,-0.235888935,-1.511961136,0.160580293,0.058357666,-0.802932478,-1.09100659,-0.302351259,-0.929217996,0.938687058,0.321703718,-1.338420861,0.134248366
"RBM8A",0.185430769,0.736457416,1.14732617,1.049316731,1.220421171,0.548677105,0.225575537,0.226211595,0.114935465,0.068241871,-0.712316139,0.355034682,0.199107939,0.030031745,-0.155913945,-0.144833997,-0.278941449,0.394675289,1.03205007,0.484849507,0.626852463,-0.325695153
"GRSF1",0.536038369,-0.002960509,0.237019434,1.066184311,0.072583481,-0.174736605,-0.207335104,0.164537135,0.39368342,0.324567613,-0.547914,-0.02427034,0.534015557,0.089661003,0.973961316,1.235004543,-0.329483114,-0.215181461,1.10835073,0.144809975,1.37607586,0.04963143
"ANKRD17",0.448399385,0.190324366,0.337441361,0.48515173,0.224283594,-0.37968013,-0.106959004,-0.019209893,0.177033578,-0.105511639,-0.502826812,-0.052376089,0.161349985,-0.071680373,0.227070641,0.787147874,0.166995516,0.470698519,0.984153219,-0.297960214,0.017105817,-0.270512667
"UNK",-0.104675373,0.309020384,0.043105501,0.737638165,0.172125361,-0.524673785,0.515224708,0.118466094,-0.531444644,0.073669142,-0.543526162,0.18514672,-0.323218543,0.183276021,-0.368498469,0.527718128,0.271467814,0.582095876,0.124425984,-0.470231954,0.045829853,-0.246990647
"NIP7",0.586107057,-0.103476381,0.077007647,0.768151674,1.007696153,0.39116071,0.321723875,0.396942291,0.421977242,0.635307572,0.684271343,-0.318986915,0.348071147,0.476880689,0.774904256,-0.242179178,-0.849144578,0.496712469,0.390927994,0.086266269,2.028768882,-0.595623422
"TOE1",-0.781720609,0.424753688,0.160840581,0.291718784,0.412398882,0.566085736,-0.047271514,-0.205356318,0.054778464,-0.136645025,0.147879789,-0.335487529,-0.532377173,-0.31819788,0.028476969,0.124309715,-1.100601112,0.349159667,0.435646998,0.696202023,1.130524857,-0.271556711
"SRRM1",0.64255451,0.982047248,0.232793202,0.176186441,0.961642711,0.270452708,0.069978507,0.254247241,0.271417785,0.32406332,-1.019683927,0.419155289,-0.234572534,-0.334647711,-0.652101708,0.262673506,-0.217782278,0.450281796,0.909844263,0.072048252,0.529721309,-0.356435138
"EIF2S1",-0.111033441,0.16821222,0.181600337,-0.051886368,0.257476126,0.400096928,0.203316207,0.327462753,0.471629794,0.094882083,-0.199487226,0.264967418,-0.010146601,0.082176857,0.20082583,0.291923747,0.077233725,0.380140003,0.489764869,0.031614975,0.624540635,-0.002697758
"THUMPD3",0.173311431,0.104717881,0.047273197,0.387729543,0.467414759,0.54889715,-0.094130669,-0.124106965,0.298070678,0.715369531,0.149350081,-0.294172727,0.209832584,0.014179663,0.588654197,-0.067190653,-0.244548797,0.465610541,-0.028980584,0.579808932,-0.159909676,0.15913242
"RBMX2",0.282814999,0.382097132,0.642222137,0.257113123,0.80252094,0.378012115,-0.121414114,0.094585863,0.084493181,0.289499847,-0.109278745,0.03560596,0.121156655,-0.277350753,-0.281331698,-0.047653716,-0.178090143,0.624149323,1.030306066,0.119069412,0.663232054,-0.236313703
"PUM1",0.515015608,0.654238854,0.518909274,0.206054885,0.688844742,-0.19925114,-0.034102607,0.127956066,0.534818671,0.062750497,-0.461898925,0.183914313,-0.102120848,0.431215389,0.147077611,0.347366773,-0.037893832,0.258470848,0.885482984,-0.085598202,0.196272117,-0.21966497
"MSI1",1.170915552,0.141137957,2.913339356,2.371660899,2.021060206,-0.367396551,0.352294701,-0.059100943,-0.053899523,-0.737594181,-0.513810749,-0.689323267,-0.736028453,-0.890593899,-0.669306327,-0.971449289,-0.400438776,1.113086119,2.351236511,-0.142336961,-0.794517159,0.720695064
"SYNCRIP",0.432213344,-0.206406733,-0.040123045,0.407905322,0.634490152,-0.201574777,-0.005422423,0.211907835,-0.393625469,0.368993226,-0.12787453,-0.164732821,0.02392809,0.123557308,0.159507961,0.13365871,-0.09917048,0.533568369,0.670676314,-0.114697389,0.525352509,-0.29823419
"HNRNPA1",0.839039701,0.653466819,0.631532303,0.690015068,1.238363208,0.310235135,0.312184437,0.285081592,0.293112803,0.700409958,-0.166594584,0.16838142,-0.046079557,-0.609329781,-0.151433552,0.239900974,-0.033899869,0.074363348,1.239356116,0.471278345,0.540063655,-0.190800634
"RC3H1",-0.383748308,0.135817568,0.120971668,0.168838788,0.066289432,-0.013730504,-0.234507215,-0.715610296,0.249648334,-0.375774435,0.135849599,-0.040987968,-0.520917308,0.096240328,-0.070675577,0.167931613,-0.030897386,-0.047212219,-0.52681234,0.836966964,0.700028753,0.353372919
"IGF2BP3",-2.544442018,-1.643749261,2.086937179,-1.551393931,2.896552684,-0.923958157,0.149403115,-1.457680724,-2.974592529,-2.938620612,-2.707593219,-0.031807135,-1.933785084,-3.007858819,2.274944874,-1.594441621,-1.115805808,3.199729913,-0.243254046,-2.128197443,-1.193078949,-1.949691792
"NUPL2",0.67154675,0.402185342,-0.332849561,0.608809366,0.350248641,0.168607681,-0.288687247,0.364203909,0.011337128,0.631883525,-0.62651919,-0.176514412,-0.171290494,-0.198351909,-0.1838028,-0.753338434,-0.282974151,0.08305634,0.594337076,-0.292107561,0.445034424,-0.280457821
"TRA2B",0.195192175,0.791008819,0.688858073,0.8287831,1.146972307,-0.029411991,0.172575974,0.218937301,-0.158789261,0.20315477,-0.256460504,0.441511584,-0.01553966,-0.366161131,-0.067253788,-0.07577084,-0.293066509,0.532452361,0.800087287,0.197948496,0.132376689,-0.280434816
"SLTM",0.37393006,0.64472778,0.292459623,0.463383267,0.810155714,-0.290082067,0.11627903,-0.010792884,0.063732811,0.440407205,-1.071500036,-0.115583382,-0.665396051,-0.31800118,-0.161072322,-0.098094884,-0.71573097,0.056609979,0.419322048,-0.287558433,0.565844496,-0.488970545
"PNPT1",0.630604971,0.121201282,0.617324655,1.455167732,0.993480737,0.509777483,-0.064062576,-0.450243956,0.509291415,0.099691832,-0.08800966,0.322879576,-0.239966838,0.748976979,-0.833478685,-0.393980573,-0.983108088,0.424029228,0.554478017,-0.007553344,1.071742552,-0.482615342
"ASCC1",0.377402338,-0.321527439,-0.569600074,0.023385576,0.322317928,-0.233931572,0.335051478,0.231982134,-0.581941563,0.280665412,-0.235867625,-0.204020778,0.368207642,0.094876842,0.21533327,0.489427863,-0.005653906,-0.422675004,0.187628967,0.249671493,0.716104841,-0.222995741
"SSB",0.789378818,0.2543721,0.392021004,1.434935138,1.060680721,0.286474446,0.175287066,0.623905274,0.863121682,0.624553572,-0.219392789,0.769675756,0.10262997,-0.260420861,0.59980507,-0.376161994,-0.567121361,0.779738368,1.015182256,-0.411902943,0.802989244,-0.299388227
"HNRNPD",0.72425264,0.57111063,0.537764554,0.607865084,0.501198556,-0.555504227,0.000696316,0.055604451,-0.156149198,0.574094829,-0.417511368,0.361291141,0.012267138,-0.845203683,-0.240203727,0.004348881,-0.224341683,0.295193127,1.262636001,0.007100718,-0.328081996,-0.277524873
"G3BP2",0.048630381,0.236225146,0.407558209,0.733437827,0.551675755,-0.664965708,0.035550614,0.159862118,0.206275378,0.136337363,-0.49024767,-0.160127597,-0.032894161,-0.495131315,-0.189363193,0.786603558,0.171177308,0.546905942,1.444585091,-0.668091117,-0.060757444,0.094274301
"SETD1B",0.132030099,0.403469428,-0.052528223,0.208221587,0.249996901,-0.20593774,0.491725949,-0.349964192,-0.38714494,0.241243093,0.376878325,-0.040641826,-0.140629229,-1.091891909,0.270570615,-0.174875601,-0.412712374,-0.526494431,0.758520266,0.261185402,-0.01690848,0.079736769
"RBM26",-0.050083897,0.199765157,0.818999025,0.258660211,0.784552907,0.083447367,-0.275255523,0.140126341,-0.14062915,0.846868963,-0.533981694,0.328333147,-0.520503942,-0.494094264,0.021392878,0.00410068,-0.520378336,0.650813224,0.525118831,-0.246778439,0.308839152,-0.758388201
"DUS3L",0.992973993,0.472108026,-0.461361002,0.753104661,0.07916659,1.338490663,-0.300026909,-0.0853087,0.149583226,-0.482404719,0.42455035,0.089269515,-0.211688427,0.017166132,-0.720699675,0.092474193,0.133272071,-0.550213671,0.411051741,0.029040266,0.353171059,-0.083861671
"SF3B4",-0.218346551,0.599280501,0.920746168,1.080755907,0.936503113,0.014847327,0.127002713,0.490518431,0.364421083,0.186438976,-0.342356468,0.94378612,-0.706785424,0.091088697,-0.098661826,-0.026288732,-0.435333588,-0.138688338,0.688988045,-0.023839492,1.037865086,-0.149285632
"G3BP1",0.377115675,0.356872298,0.357135644,0.229844603,0.344169758,0.422658323,0.020299777,0.621395479,0.598151534,-0.09816083,-0.402274165,-0.012294434,0.081014739,0.902261939,0.250975381,0.069341528,-0.091609977,-0.322084202,0.101927668,0.430668206,0.584446004,-0.368253645
"NONO",0.305413667,0.486406199,0.558470636,0.62883184,1.214569577,-0.195534776,0.184484141,0.187960652,0.042247414,0.378900186,-0.055056065,0.244830486,-0.157018605,-0.235351059,0.184611277,-0.102348247,0.008788074,0.191403281,1.034782638,0.210615768,0.386996153,-0.171100939
"RBMX",0.397587528,0.473352072,0.594278642,0.8854872,1.133997324,-0.388164971,0.225391047,0.268985078,0.140359679,0.554885466,-1.532873938,0.133044163,-0.483840968,-0.391547665,-0.974873732,-0.240079049,-0.281881555,0.2524141,1.248129047,-0.148619365,0.222512649,-0.455075293
"PDCD11",0.713128711,0.130288094,0.823831242,0.984841596,0.766643384,-0.007091502,0.209007764,0.014620188,0.023775509,0.622730937,-0.068362683,0.496388217,-0.367824787,-0.317452363,-0.114872693,-0.33819998,-0.366715618,-0.205585399,0.477784723,-0.51351025,0.78584261,-0.452764099
"TUT1",-0.518295354,0.250913197,0.038167975,0.560156108,0.94219992,0.477064487,0.102974755,-0.182468574,0.181246635,-0.212970918,0.039662007,-0.275528038,-0.091814936,-0.07933853,0.549940342,0.337751759,-0.872383176,0.403472629,0.303536051,-0.045927643,0.74181198,-0.24694011
"RPS3",0.292722108,0.163349456,0.071353924,0.286240065,0.000219214,0.483021748,0.052878806,0.248051233,0.109519758,0.447480724,0.389501907,0.267470843,0.115911721,0.212261314,0.207110223,-0.073442047,0.048477768,0.023872758,0.449285593,0.26520437,0.742117083,-0.05642962
"CPSF7",0.380137875,-7.46e-05,0.564706709,0.157525714,0.942984917,-0.218551613,0.273641924,0.147737458,0.358091623,0.437089548,-0.625660721,0.25885307,-0.55467426,-0.006825991,-0.340516866,0.1177722,-0.195744772,0.470014723,0.927759845,-0.281672381,0.505108116,-0.301384455
"YTHDF1",0.027611361,0.412097087,0.59568663,-0.155902002,0.797794326,0.301338002,-0.204358638,0.247298443,0.653857028,0.102392801,-0.277921452,0.041394595,0.135547114,0.53846211,0.265839183,0.146746114,-0.35099313,-0.237859693,0.581699779,0.212670406,0.51969648,-0.818546183
"TIAL1",-0.042397856,0.527452687,0.17121366,0.360387086,0.438939035,0.073168184,0.140266403,-0.129019758,0.002642693,-0.001946417,-0.034484429,0.093871751,0.012105436,0.090108109,0.143868546,-0.29362451,-0.432583737,-0.28382513,0.519596212,0.135926636,0.301308697,-0.2732616
