"","R0.1.1","R0.2.1","R0.3.1","R0.5.1","R0.6.1","R0.7.1","R0.8.1","R0.9.1","R0.10.1","PR.2.1","PR.3.1","PR.4.1","PR.5.1","PR.7.1","PR.8.1","PR.9.1","PR.10.1","ER.1.1","ER.5.1","ER.6.1","ER.7.1","ER.10.1"
"CELF2",6.20787486704465,7.14568983693901,5.38218263276981,2.74553743372765,5.32289475630045,6.21963657611762,5.70903157182891,5.94418777594507,6.2071896062885,7.98835997164115,7.39662215466517,6.91950966902197,5.66650044339061,5.84441229989652,5.37777770624549,7.00340251605279,5.95472927728611,6.86058891995103,6.0295412251447,6.28956980315827,5.23971548476129,6.68676105331467
"PUM2",7.78223665770863,7.33093220874193,7.98736208646057,8.01122468489431,7.9361069340039,7.44865847493084,7.44188690125584,7.31394259558013,7.50144101989386,7.44531525012819,7.4272600499651,7.47131990854769,6.84320464535131,7.78307282696144,6.5633407783098,7.46012883801501,7.42405017873365,7.67581019396066,7.82135084400468,6.96179380051575,7.96805724371413,7.12088085044228
"RC3H2",6.28588249000258,6.68717338861244,6.0976456528867,6.5938474616911,6.17855011377444,5.32889043481567,6.72603890034734,6.84851874100144,7.61526611054921,6.78577758622224,6.58154736247059,6.19640323841481,6.47994064108372,6.62730131167582,6.7106479785876,7.0139520919862,6.76991678646784,7.21221271910599,7.01599772651543,6.85033859785224,6.65258299877605,6.98083806844284
"ZC3H11A",8.57156143618025,8.89779613916248,8.75713698279469,9.66884360655331,8.99431225238841,9.35687048952214,8.72231929834798,8.38640586242736,8.33540385106887,9.02898915479378,8.59701262058453,9.25529787389387,8.68879253319761,8.57349455319905,8.48847973303611,8.84927702555552,8.94036286167609,8.75950668633843,8.46751386165767,9.14946367542714,8.59502975281633,9.09232182041025
"PARP12",6.79081120684704,6.47912408891755,6.11761081120499,4.97564490784345,6.17630705089357,5.79319636020208,5.30538364670845,6.26278294818325,6.49715931017932,6.32191109382819,5.81367926009389,6.65641823979276,6.35267223519574,6.23338220918105,5.363716931261,6.1748688105704,5.64663195986348,6.07450608208002,4.68855647922346,6.57632341518075,6.11519635152134,6.19775272971147
"YBX3",8.72231929834798,8.01561060377884,8.63552207726843,6.86485623601395,7.71896497220064,7.439240084273,7.8130747802336,7.58431174735622,7.01443172764891,8.0851281342418,9.33375846749007,7.19549943834689,7.82937369354926,8.58714060166137,8.17075943530338,7.76788972215549,8.14680209814221,8.50992314869346,7.63737737336141,7.4187093634131,8.33089752615989,7.91202567519906
"SFSWAP",6.88641978075249,7.30881309699303,7.40870743559408,7.71142228470028,8.47097599520258,8.83625649145497,8.12339270082641,7.62239650384575,7.62559254181555,7.77416017340136,7.23968180029358,8.09456286680521,7.42991020998431,7.16505895805028,7.05555530399389,7.45335706691255,8.01906834237596,7.31011644192603,7.78934516629504,7.15629970184145,7.03161425834875,7.62708280602412
"EIF4B",8.61707955804215,8.76904842692215,8.22044165259895,8.85983233698265,8.30720883312603,8.84927702555552,9.44555471711302,8.0851281342418,7.66949505252055,8.71777673269301,8.64175293036363,8.19791264225335,8.28407891937423,8.19007997672628,8.49379489294294,7.92062862737855,8.43190523403847,8.26427595374396,8.52817503691212,7.90579646351848,8.00024567482892,8.34144490755687
"U2AF2",5.79358296248571,5.66070525765898,5.74185733408972,6.67586367482402,5.59696112362538,5.77446185852359,5.09155365153885,5.57679750814198,5.29095567471733,6.35159063980078,5.66103573723634,6.71404047545176,5.63450245236209,6.01957793537187,5.68026258414447,5.25674701710593,5.4919303804834,6.18971009343364,5.76511848490044,5.17030603000093,5.28185113790545,6.21851067611779
"SUGP2",7.67346889506778,7.43858789332838,6.80727803331895,8.17459421858071,7.35087043116182,9.26789293350928,7.61777462559778,8.21243247889851,7.86726343273964,8.41051133028044,6.78099565177774,8.56195585572205,7.73453999951358,8.82853451309248,7.11816164894852,8.36599210637417,7.88485781451649,7.61624976501231,8.06413788220276,7.36026857296165,7.6521212056087,8.497355092654
"SPEN",9.08201197564299,8.87861123009776,8.52817503691212,8.63552207726843,9.09578565118246,7.98945222682634,7.83973020810555,8.34447956321867,8.54116683672062,8.8183414119436,8.45549520104458,9.01622024538199,8.23801765416278,8.92880975489393,7.76969341034968,8.7384005008931,7.9361069340039,8.81581121383536,8.92308939558477,8.67140516186256,8.66070420964824,8.46924334327355
"ZC3H15",6.86155949785099,6.51689077878931,6.97835935937551,6.89283319416014,7.03907345093429,8.02699035189423,7.9958958482648,7.68239470752122,7.45812697895074,6.98481065159792,7.36348625738819,6.6182125975297,7.10441964969453,7.70323373582678,6.65899087999775,6.73811055878726,6.58461140702343,6.66621922064284,6.68593330347354,5.94978270470485,7.28675628033754,7.15292011979376
"YBX1",9.14578051415088,8.71777673269301,9.26367428335953,9.28497517638253,9.05509908383331,10.4334373798372,8.76188264726625,9.39517572130763,8.71551397291331,9.24700135895813,9.67555914456896,9.18717782217955,9.23470308744338,9.58590130457992,8.8057614484455,9.06509462223739,8.81581121383536,8.84404594929036,9.26789293350928,8.85190413639237,9.28929867794148,9.55597428075817
"ELAVL1",7.4561309175285,6.88870055500185,7.12243020917415,8.26989360609473,6.68593330347354,6.76584915358655,6.89854954200837,7.26365722515321,6.8638960428118,6.68935121304816,6.67751644874343,6.9171811898487,7.16614365262913,7.53059428185741,6.68034348162614,8.1344148851653,7.50284448152031,6.96622088895726,7.5256733562584,6.94210814501483,7.68496908762775,6.88733210761329
"THUMPD1",6.04149844573939,6.09458221362037,6.14676775875865,5.68822435603297,5.68249475818403,6.33009453220275,6.45520300651009,5.53342238710966,6.37899956334482,5.78286356232023,5.66615484714199,5.46635924882188,5.22874772857889,5.49092830210399,6.31059790685377,5.65289630176881,6.49561707798,6.05197480575076,5.92074265143957,4.96471776079361,6.14270883404716,5.16744326543627
"DHX8",6.04794329426166,6.98337830730683,6.38990036892299,6.94065436245153,6.39246497175854,6.09594642820255,6.49715931017932,5.79555522336593,6.01683833139459,6.24558941506253,6.07688917449741,5.68348259775578,6.49715931017932,6.3285992456557,6.13549321678625,6.68544725022598,6.7484403167038,5.86640604530297,6.17378667205081,6.51014804636547,7.01746882742069,6.3599602645612
"SRBD1",4.20768018220864,4.5544329377037,5.5723208667014,5.66684184956729,5.94342814267606,5.54098095316362,5.13316674008937,4.35138697418035,5.38028974187543,4.59597355557853,4.92780419514689,4.30909820041046,4.32022984842422,4.93711301671891,4.65680830647051,5.02041537608617,5.3403166913961,4.56939567823293,5.28973293099459,5.08011582258145,5.9319120247991,4.54406340527575
"PABPC1",10.5664418368202,9.2225762433131,8.497355092654,8.93456740739492,10.0880398931662,10.2638870993265,9.16435398335003,10.6603308426482,10.1894732127388,9.41497925851087,9.96823924394253,9.90503223855116,9.53274705400052,9.3615674765977,9.62958968432721,9.29364377842516,8.68005732211256,9.4718793580466,9.55010949477259,9.44038377197777,9.8297906479031,9.17569113952378
"DAZAP1",5.84637965469402,5.09843905957315,4.97303946149546,4.70847800972646,4.2144880698044,6.74370435303608,4.44092579359764,5.64663195986348,5.41462555483343,5.47360172334424,5.56091437000662,5.70547075377314,4.77913333735552,5.23846886204517,5.77795680566145,5.58318068857538,5.34788133363961,5.15781774610296,5.07947833367995,5.67867448897824,5.89483839035568,5.18770061406184
"IGF2BP2",6.85909768566583,6.25745026338899,7.51405879749234,7.28987101018542,7.29282059944086,6.43236416012135,7.56473869228411,7.55539698488264,6.43320697511658,4.24142368284121,6.74543080116913,5.84869810868297,5.82975260875544,6.10084938652113,7.30097716735354,3.98666181690287,7.13011965651079,5.75441409416816,5.60789827455252,5.97052979838406,7.34962098082123,4.67622743681473
"ZNF638",8.02365761708123,7.74835918880162,8.27696080737299,8.57349455319905,8.90057106311217,9.0517924494623,8.6501272585879,7.96601373738593,7.98736208646057,8.14182923986369,7.89199113144645,8.35210793740257,7.73969561966939,8.16948438263841,7.4125038239684,8.03922364543842,8.15556318168708,8.04147785585361,8.26567738342071,8.0101121807188,8.58126763134132,7.89010807549205
"SART3",7.46080220233381,7.42135912784519,7.69657449141542,8.07812330100565,7.94021874668818,7.48995886131412,7.97228215038969,6.82406098321183,7.03015180329202,7.07503188032849,7.19435528364874,6.85449535287787,7.14462944469871,7.00439304151912,7.52201100390893,7.29575819019127,7.54236718163469,7.6278423483066,7.8058629964971,6.81595321071581,6.80585307883551,7.13609279705347
