"Rownames"	"R0.1.1"	"R0.2.1"	"R0.3.1"	"R0.5.1"	"R0.6.1"	"R0.7.1"	"R0.8.1"	"R0.9.1"	"R0.10.1"	"PR.2.1"	"PR.3.1"	"PR.4.1"	"PR.5.1"	"PR.7.1"	"PR.8.1"	"PR.9.1"	"PR.10.1"	"ER.1.1"	"ER.5.1"	"ER.6.1"	"ER.7.1"	"ER.10.1"
"72"	"EGFL6"	3.67848040493385	4.66114378546188	5.17345036574638	4.8709071462127	4.73199507266149	4.20691240877026	4.18345818800328	5.41589326079502	6.9051908933802	8.99122668189768	6.20501935271327	7.08651011420289	7.13609279705347	5.78600892475181	6.97683087965756	7.29513680593943	7.93190716852959	5.34913340716936	4.50672995458298	7.29104041785288	4.75750765864033	6.81859516086755
"73"	"EVI2A"	2.54527138236005	3.00980749308302	2.16928781122748	1.33953285428132	1.50708812586915	0.496206270921436	1.61123352694985	3.96824936488807	2.96161745213549	4.04315882626164	5.26265022643618	3.3321987204619	4.52047017351242	3.71578885832756	4.32346631383425	4.25544125676405	3.13871854055652	2.33340466445084	2.2706924749401	3.5197125795553	2.84396324164811	3.92499867377669
"74"	"PTGIR"	1.64683771044792	2.77998352853946	2.17127289842708	1.00233655481978	1.7958258183418	1.4439728342608	2.12909754600408	2.52320336844509	2.5055893548743	4.45051732521154	2.90202309158258	3.04493635759296	2.71611045394926	3.55512828115492	3.51069123451962	4.08557457269655	4.34999059197447	1.34226886128705	3.10503853890881	3.07655110197044	2.24340196892525	5.21892395139629
"75"	"LOC107984399"	2.79372253982637	1.29431848030435	2.56450183483474	1.7089781359256	3.71528743561905	3.92701422099452	4.07392645216029	4.63493004408495	4.64598849915801	0.796364672662414	3.1953367697991	2.15412603971024	0.372516255603789	3.32449290197461	1.86013190799458	-1.08003029175345	-0.746872419040957	1.04067512524249	1.43458840119472	0.300875916137633	2.82686338195409	-1.22517752831337
"76"	"VSIG4"	5.17751045605818	5.2465766141469	5.36590747319189	2.18943639619409	4.88643970502918	5.72995666750853	4.31491471732149	5.48205055619158	5.3774827214302	7.42925682918988	9.10978002596223	5.71471144788563	7.08916591280775	7.13120399680634	7.16723876505523	7.49850575682672	6.25243988927279	5.92342892611879	4.30254886002785	6.85406709688053	4.83952694816535	7.72661101185006
"77"	"PDPN"	3.61570682217227	4.90574310563105	5.02926295421626	4.13704814523964	3.83413167607715	3.09262623586635	4.28607277359427	4.85249002004498	4.10161017205993	6.23626235982194	5.79684506529801	4.73497392869399	5.95175418972645	5.21519044484337	6.74370435303608	6.10258068782661	5.69367885200429	4.84084737323199	4.05739937357198	5.41251004067035	3.86842898593441	5.88336027976041
"78"	"SAMD10"	6.63854402072158	5.75936562073642	4.66848797142752	5.37719005197282	4.36812877370838	6.1918392352736	3.41094622842737	6.58036021169047	7.24793255707484	3.83808858362887	4.66848797142752	5.43458096770835	3.08489569779907	3.64709475048439	2.58591913467273	4.16097427072088	3.0183370811499	4.27291024686513	1.97862190947817	4.61455459294625	5.60760320575226	2.85085460562582
"79"	"CCR1"	2.90818041891386	3.01586909923562	2.99378923449088	-0.0619742696641401	1.58938776030129	1.3938464257881	-0.323974533319426	3.24666925784795	3.09317752291161	3.86458726573369	6.03020410996665	3.44248884696127	3.90307299304423	3.61155163535543	5.22341816993464	4.98239644059635	2.89390413612544	3.34278265355574	1.50324459923914	4.05264410235966	3.49911436120508	3.66004013249725
"80"	"MDFIC"	2.20234847774917	3.05588272493053	1.97862190947817	2.13726195894706	0.897053107487278	1.70250086681066	2.9671417801058	3.01523108737145	2.14985687120964	4.14269187904693	2.4056050411399	3.02926086078611	3.93873934877675	3.63700147612276	3.36233772982168	3.74151623222034	3.2951171463729	3.16609622366545	4.24984195786347	3.29819954183221	1.57483078780901	4.2104210954959
"81"	"CFAP210"	1.52229075738471	1.90196043591635	1.32536215944996	5.08548384764223	2.8114335457506	3.398684695654	4.03373252271329	3.06774165415522	3.01343366322788	1.48312873341365	0.56714392765539	1.81733492449815	1.61998964064377	0.909962105821312	0.541183714803524	1.55073226615448	2.09576295028677	1.74471745094895	3.28633040357542	1.52527683028995	0.966678823904575	0.508194054346077
"82"	"DSC1"	2.73027963435033	1.21445269689911	3.45809023932156	1.74367075866481	3.54556151745088	2.34660475274795	2.2406916053398	2.45547370085553	2.92661086471109	1.22041941116739	2.53206051255707	1.42811074997365	0.150264566423002	0.672366303102802	-0.603456348491374	0.895179344028729	0.649268692787293	2.65058223908692	0.618728125787395	2.21353362188937	2.01352220003302	0.616541982985704
"83"	"CACNA2D3"	5.66070525765898	6.45211247373271	4.99432161880044	5.4843172149603	6.35372724763059	6.38313664002641	5.43114815583555	5.85332275535828	6.56824162112701	3.15877818101634	5.5511836422588	4.35417990097751	4.3848184290211	3.18869704634116	3.32086473420423	4.79382583425152	3.39053185123328	3.8270832720494	7.91295816286728	4.861360769224	2.83058745592736	3.4119066498507
"84"	"SLC16A7"	2.22912191794945	2.72822607221714	2.06008050761987	0.843166592620105	0.93326466323401	1.09715275802199	3.50386743233532	2.24340196892525	2.14536014802369	4.97821140545937	4.24801045551608	3.93417213900067	4.03373252271329	3.04662418802705	3.70556683614058	3.2837937203314	2.70734363364364	2.64299883018167	3.65341290759676	2.77998352853946	1.1204784840007	3.93340504133155
"85"	"RARRES1"	4.18045859114208	4.96954500871899	4.13057568365102	3.19753612671433	6.16591639581513	5.54380984617856	4.76534099331723	5.19720140072909	4.4278956479278	8.25590870261846	6.87132257842451	5.91407146003211	6.27298280511793	7.51694546171079	6.52687768834939	6.45904770820556	5.29312908465581	5.60127692705479	4.08758484608788	8.04803675355432	5.16248875350504	6.12131534790215
"86"	"KCNRG"	0.238988203991843	1.65262851129119	0.524990517883754	0.601356888257302	-1.27181192350412	0.94230385418595	-0.48746828243934	1.28590987491022	1.42043879485535	2.53275827804673	2.01352220003302	2.29603086628412	1.19382952028281	2.03283416522464	1.55435968590475	1.24291952846981	1.30838541327274	0.582998479885743	1.45227744715678	2.16928781122748	1.26781241377862	2.71611045394926
"87"	"CCDC178"	0.527180090973919	2.13817529492058	2.80083277617812	2.4056050411399	2.16113535025752	2.18773935221718	1.19382952028281	0.782907544451874	-0.0275640479581742	1.46275756565235	-1.48972271660889	-0.300872429306145	0.134587326943823	0.331193460272315	-1.16894085490828	-0.530095684210236	-0.167532009255469	-0.094402814869138	1.7057386583642	-0.800017185975006	1.0323850512729	1.11902148545863
"88"	"AMY1B"	2.49335585286359	1.99709325565447	3.73802835826189	2.70121094619183	2.40248504775543	4.3927588548922	4.86402282613249	7.19831647392426	5.52673515991144	2.02892078173831	2.04531654632777	2.04623034125494	1.94616111738367	5.13347444084459	-0.24963918172597	0.628019496978381	1.02909651914842	1.91632722670371	2.02984717628815	1.26220396568464	1.55435968590475	2.14002527660049
"89"	"WDR93"	1.43072766224861	1.38594675595416	1.38470174912876	3.69657637461198	2.73831087619697	3.22621743796348	2.97679957374557	1.47678755417337	1.4945698043881	1.22935157321868	1.59795931479243	1.63894428904744	0.929712628579759	0.0547001001706011	1.16436372996379	0.359411696002884	0.803755926792888	1.79790358394296	0.841322085945866	1.81163874804913	1.20139351055549	0.585351512815011
"90"	"KIF17"	2.15329014906412	1.53143636675497	3.2169485503484	3.81037100300345	4.78049674479004	3.28685633376914	2.97560424824087	1.6631151418721	2.36580124999224	1.71460188143365	1.53735560550758	1.71353041939548	0.323164709017552	1.0939598730913	1.64468622580675	1.50708812586915	1.4030633697134	0.929712628579759	2.73580515330293	1.61251528106396	2.73831087619697	1.92721758061768
"91"	"RAC2"	3.06774165415522	2.9032102421666	2.77869413588542	0.801967463326664	2.73511659724895	3.30333044508791	2.78779485241795	2.48032585579626	2.77933466134681	6.02481297231796	4.81839196293057	3.68195117397367	2.95793784424308	3.36830363723643	4.90318004361963	4.66082103982507	3.79093154707013	2.46596801550323	2.58591913467273	4.68256496512255	3.49775480578658	4.81281041985551
"92"	"RAB32"	3.95345032491068	4.52117730703112	5.03973620982156	5.01851123554366	2.29686242591348	0.576469784244858	4.12422467857907	3.64575584093333	3.41788398254802	4.4122937014359	5.1158065310966	3.86800417655934	5.57136184138236	4.64499727317354	5.20595373661776	6.03308414700223	5.38093333886449	6.325609600051	6.85689413587281	4.86270539018991	4.93458092794187	4.8388615449269
"93"	"TCP11"	0.265052536560204	2.64788458188176	0.878826122617296	3.42827937977105	2.19629793501117	2.95547030854958	1.16270373149584	1.96958885428021	0.822633245435336	-1.07013045411282	0.103757200123519	0.704858863598346	1.49192739256995	-0.105420931731613	-1.66380271089921	0.73137086786669	1.14490384608816	-0.121034537733684	0.897053107487278	-1.34337725497001	2.09484308526278	-1.70206300479178
"94"	"KRT81"	3.44057005754527	2.20755518416781	3.87633270746274	2.9762345592771	5.43798729721172	5.49124085460718	3.91247530296287	3.39407786230684	3.30483629928846	0.35443091109222	2.80953017516928	3.44298812484435	1.09715275802199	1.87131767798998	0.678452782081187	1.7859609053118	1.48312873341365	2.38247244089319	3.94895746862327	2.20146380268494	4.0769579261545	0.778895590107093
"95"	"SPANXD"	4.28717829345891	4.09579732361098	5.44974122455761	5.30233338516861	5.78667641636205	5.97257194706367	4.88028550054628	2.43232302020763	4.07392645216029	2.91732502390904	2.4432606596931	2.38404153035888	1.42681713561235	3.2444991099991	-0.850473232246567	-1.21342871611815	3.60290671199096	4.30443943446323	4.70406661423014	3.38804097177211	3.58004931571321	-0.807261594903685
"96"	"IFITM10"	0.49120003877188	0.630364865511691	1.42811074997365	1.27700242781266	3.31887031352615	4.37381505705953	3.51022929136747	1.45738311520058	1.373980752154	-0.569253143232383	1.85511269936301	-0.718672306435637	1.77222183578305	0.822633245435336	0.524990517883754	-1.05193716057583	-0.192087623373524	0.88443471971751	0.0873460923216962	0.761738927097226	0.064491245614799	0.425627128802748
"97"	"SNX10"	2.39128476380002	2.3194370353015	2.45031227311478	2.32427316978817	2.78515149528215	2.4811779237383	0.35700920009755	2.99983766421707	3.3835756307137	3.60559904179746	4.20768018220864	2.63747167819033	4.21971191448233	2.63603227091644	4.79382583425152	4.13057568365102	3.21956387847448	2.91732502390904	2.83704532928836	3.91748570491157	3.64575584093333	3.11694597832486
"98"	"GPR63"	2.39205540049027	0.828211709862542	1.61998964064377	2.35607257677057	1.02724765996974	-0.338029397722564	1.92721758061768	2.54884660466658	1.32536215944996	2.79172741007891	2.51599847243327	3.62579980261439	3.41495797784728	2.72428897134041	2.18585501661243	3.05296352214445	3.54328217540389	2.30353952591072	2.57639730223137	2.32024804439853	1.13028361519071	4.5851781206393
"99"	"PGM5"	4.05618257112291	3.21640955535392	1.45227744715678	4.57927892341477	2.67035106080271	3.0189207040774	4.460871527071	2.68073934113694	0.594748695717687	2.87602820511165	-0.323974533319426	1.8304800734635	1.13367006649514	0.346895768283054	-1.13896191855375	2.13641964920292	-0.0275640479581742	0.225196418158593	2.83306024327462	0.292891327720441	0.582998479885743	2.84263985632596
"100"	"MNS1"	5.8201024343277	4.88834099675174	4.85183813599594	6.19149865715983	6.37941919295606	6.29807766336175	5.45421568645555	5.59097945508666	5.82846161645225	3.541462827253	4.20465871706263	4.10161017205993	4.5468267797303	3.82081292630419	5.03209253206365	5.03620517661099	4.46287746447774	4.87313028537944	5.53122623650128	5.57648598236589	5.90031592305505	3.27549213128525
"101"	"ARSJ"	3.44398054874405	2.84135392584883	1.63766020436422	0.898772161806413	0.605570841227542	0.3925788663392	1.76017602548057	2.19197798552526	2.40949222149144	4.18158311044828	4.0169823433828	3.89977357905487	3.69220105206046	3.03227847724936	3.65740669052556	3.13542646148145	4.76435011499791	2.49639867102463	1.97769759478731	2.63948957571583	1.15648622575169	4.16734882885187
"102"	"GPR37L1"	1.12360491279021	0.0131660610394508	2.87990529217917	3.92581572271884	2.80614420643634	2.54527138236005	1.71226871029871	0.95647485921079	1.18428889589921	-1.18938004512791	0.663815606045691	0.841322085945866	0.0676866479003193	-0.455015853782661	1.43846406784191	0.735326239955319	1.36165461434173	0.75367357952952	0.150264566423002	1.23837415132726	0.886158507029954	-0.760154282376531
"103"	"SLC28A2"	3.1237795137449	3.21520637057368	3.59717882999358	4.35067657824261	3.55220101104474	4.82326130088409	4.22274736577597	3.04778893432676	2.67729351913023	3.08375403899314	2.07443391640551	3.35423044281173	-0.669761354855914	3.73092441325954	1.86723510595216	2.45103660969755	1.85192779488465	1.7538565472	0.672366303102802	3.19590654105422	0.880596671785126	2.83367371693581
"104"	"CYP4A11"	5.07790947286113	3.79665572366653	4.77812407150002	5.79849193821528	5.29752833536901	5.38907593097148	4.46287746447774	1.92326064911086	3.1711924917877	0.904104014771684	4.1064381200473	5.23846886204517	2.65612328383574	2.35863396068635	-0.386648042845436	1.76343905811342	-0.638085370169586	2.08089358036406	0.889696692629951	5.26679479298461	1.09865790184314	1.31523735936508
"105"	"FAM241A"	1.29283386765215	2.39128476380002	1.49578979868712	0.159187951683393	-1.09001339499805	-1.37000528897012	0.630364865511691	0.213552890514806	0.423204759038553	4.18872761651278	1.5471623660966	2.3904218427016	3.1026181985824	2.45179647275209	1.64576638969196	2.58291443907403	1.64135103835073	0.949282024738794	1.88364429256207	2.05813999857153	-0.167532009255469	4.23253165808997
"106"	"CACNA2D1"	4.34584432108324	4.84017192281835	4.86705021721401	2.95215249451444	4.0616241759014	4.00067280672398	4.84339426469684	4.29963564621182	4.40743372357	6.21176538088419	4.32970829883502	4.27669831855076	5.02468384885964	5.11363781128031	4.91422175825139	6.2806469740313	5.93524489664922	5.55335844516427	6.37014182419235	4.79153976998765	4.61391518656167	5.94978270470485
"107"	"PRSS3P1"	5.363716931261	4.51487927869205	4.91879993833354	4.10348789404892	6.73505342845576	5.99271466338522	4.74097275780774	4.3391119977627	6.01078887998287	0.279496437474057	-0.35237190674001	6.14643767539873	3.25141331980115	2.40081288748019	1.97769759478731	5.0010373751791	4.52495106389179	2.07721479787952	1.4152328372805	5.05953230948288	4.04969425315964	2.09215639587195
"108"	"MPL"	1.4439728342608	1.74929752397965	2.09215639587195	2.92661086471109	6.14955010074753	5.188301967212	4.71277152965884	3.55695509353987	3.29360310785576	0.93713930207509	1.19067997161824	2.36266990107726	2.2406916053398	1.93527857744921	0.0939681999401305	1.00395025498839	0.837654155146	2.40949222149144	3.0086646652381	2.69983592682885	2.31700735668872	1.13177150427527
"109"	"RAB1B"	5.18604981451639	6.11114718386356	6.01548742085749	4.46120382691845	4.26023462112561	3.11914206712757	3.74065081061937	4.23888889249602	4.9220272736017	5.55842616733628	6.06537093736988	4.48850243741698	6.06743328281009	5.55935992957305	6.01751110801219	5.82401174093331	5.83586594189813	5.90787048094378	5.58596329575271	5.94516916220256	5.59824508459229	5.99818245694107
"110"	"NCAM1"	5.7224074358315	6.6327238764229	6.35887582094388	8.35671391674008	6.41372911452126	4.91748088553245	6.26384609209989	5.18512670085671	4.74925466838673	3.79834003460332	5.78933551871249	6.65899087999775	4.95897700894714	4.96214283942034	2.60232372133784	4.45875535670578	4.48719290897762	3.56252951970495	4.42999927882926	5.57840648590617	3.66178536110537	3.34752318307943
"111"	"INSYN2B"	0.219146503511851	1.09865790184314	0.975000249927433	-0.569253143232383	0.801967463326664	1.65731802279836	-0.0241373664124946	0.106928248981834	1.19382952028281	3.19860630475956	1.81733492449815	1.43072766224861	1.29568729271082	1.71001069215018	1.64908961810342	2.59732621195302	1.5967914646816	0.649268692787293	1.10176388245046	1.82362616781034	0.649268692787293	1.98236781404746
"112"	"SLC22A3"	1.07564725116021	3.59672729504112	0.24204912725968	-0.632286255907254	1.03898920746338	1.48431137117954	0.72707012513114	0.375113931936994	-1.7867928584488	4.63146909354829	2.89011592125122	2.70667652184025	2.42689219243086	1.09241279820718	2.913055510564	4.81348566198536	3.74110779297604	0.512567434988127	2.45330013737013	4.68824387910066	-0.0310160522965246	3.80008563339981
"113"	"CYB561D2"	2.28673565306505	3.04721687049535	2.21687335575348	3.61015059232415	1.29992588572411	2.30353952591072	0.253576570192194	1.93326085404052	2.4432606596931	3.85708311520915	4.10308307879228	3.74592901697014	2.46889700464339	3.10098671693402	3.40530373314317	3.00923608522882	3.36285558405868	2.99983766421707	2.92956592773874	2.66966288245964	2.57639730223137	3.8521723587136
"114"	"TRBV6-7"	5.76997396514579	4.17894995879283	4.44335544595084	4.94840885796149	5.89838430132391	4.5993287835608	4.50196882416543	4.81018851126761	6.90322161530032	2.52251106967958	-0.843075347779384	6.08593282881912	0.826386269507897	-1.21342871611815	0.790830591891592	5.10352511984464	5.82433411011894	2.0443749663232	0.265052536560204	4.99464439975375	2.59510573203262	1.51809211256833
"115"	"OR2A2"	4.03649739977812	2.78580499668028	2.42689219243086	5.7379231544154	4.72231616326675	4.52251401206031	4.2825189033752	4.47600215699808	4.9403363390637	3.9902648064529	0.569566035120269	4.72429347798711	2.68674496154715	1.04416634329384	3.09262623586635	2.8672713740149	1.71118792376694	2.77400486021698	4.13246940298207	2.30103803329276	2.04169944582785	1.95323486095931
"116"	"TRBV7-3"	6.60531916680546	4.44916461259998	5.68666171139643	5.93658975838279	5.29252858451731	6.50538728739827	6.13408018819523	6.82585600476905	8.51536144377888	3.4119066498507	3.78498976127076	8.45379063070537	3.80645266056406	2.3697423872635	1.18136029992505	4.45523705235034	6.1956812603558	1.16900229785364	1.16119897828499	5.69243662911841	2.62414176560056	3.75423298692361
"117"	"HCP5"	2.5055893548743	2.9446923343914	1.32267123454304	0.458159921818101	0.24204912725968	1.17212553360544	0.448250234838853	0.594748695717687	1.84777873033552	3.2561921368915	3.80008563339981	2.15590201317246	3.00452708681912	2.02984717628815	3.76614242435158	2.89447861829544	2.36186719732833	2.97560424824087	-0.187772376156199	3.49117868032793	3.46255669366677	2.52769248132185
"118"	"WEE2"	3.63655088340104	2.14350596430535	2.34894972375353	3.95629638612081	3.71946968008375	3.83641736119018	3.74502520293525	2.40330647578201	1.7538565472	1.99709325565447	1.10650557663212	2.8647897132078	0.951078105659858	3.60017953786399	-0.124673455248072	1.39119789721268	1.83454579279082	2.19629793501117	2.79109086167444	1.13177150427527	1.03898920746338	1.44826396338557
"119"	"EPGN"	-1.30607619613504	-1.26009158253258	-1.0225458323872	0.841322085945866	-0.401317380233309	-0.460568163794542	-0.283263044637839	0.548319223564967	-0.0657899137494615	4.93649358027649	2.73095446821083	2.71611045394926	1.37801602816184	-0.786327448352223	1.86111654803675	3.79184008937572	3.17233714927473	-1.66380271089921	1.29705992770964	4.25949824977047	-1.20211697784041	3.3784729700381
"120"	"PCOLCE2"	1.70018062031175	0.867755028134257	2.6009060899154	3.25676622996156	3.01460152736358	1.37528186889244	1.87131767798998	0.784712296842562	1.72497691550654	3.50341543650969	4.16512283057302	2.53655402097092	4.1560560796361	1.85401499314216	3.69878839981115	3.40748894312426	3.99598469210609	3.67388769120114	2.69639102574679	2.37055139871562	1.49070417975861	4.26535281397532
"121"	"BSN"	2.92417395511124	3.44697700466421	3.39101067490068	5.62002564792113	5.30475296183885	4.66048495981975	4.33980826074978	6.06775880025369	4.84664436398055	2.34330542386387	3.33970421488686	5.32353730006355	2.28751381992844	1.85713308376019	2.11733323348884	2.70734363364364	3.70335723064782	3.82207251787943	3.3552441992504	3.04721687049535	3.79229365178318	2.41830654734488
"122"	"ZDHHC11"	4.8411809536768	0.841322085945866	4.64027856125801	4.49332941762199	4.00455016992965	3.18167228573629	3.85134595200405	1.77806032340232	1.55308956149091	1.29705992770964	2.09484308526278	0.601356888257302	1.19217232177903	2.78375151823567	2.06781072964708	1.47169237588068	2.01917701782789	1.49698331507221	1.59795931479243	1.17048200694637	3.20995581938111	0.992282449725889
"123"	"ZNF425"	4.90707133272177	3.37185236920786	4.45668205479609	5.21487288710102	4.35551857256181	2.69576687292636	3.39606213128112	3.82081292630419	5.13887266368029	1.67225990823634	2.15070151893185	2.63813455707741	2.78580499668028	1.63523525311602	2.03471494583054	2.53872975524112	3.52821937284848	4.58683025665531	4.46870465060951	3.94597001958494	0.978606402671684	1.72920635924653
"124"	"SMPDL3A"	2.28594641555589	3.19306612593318	2.42229128921123	1.68291602969365	1.96431182912603	2.07630631037656	2.87867109513649	2.94343437182301	3.22518761291397	4.90088901588487	5.929676523188	3.35681930285353	4.11229425835033	2.61164400482013	5.31354805134168	4.17931851833603	3.45134161583363	3.31321478872135	2.59803930629944	2.83243798873001	2.86028051174397	3.90838667863488
"125"	"RUBCNL"	-0.68202683355443	-1.29463803572563	-1.83430046853997	-2.2864003396212	-1.29463803572563	-0.632286255907254	-2.5077367243244	-0.913681114605668	-1.44667859910407	2.71742203822586	1.56539911629387	0.854327708446847	0.954555526117749	1.1736509713494	-0.200429435310006	0.377726762945009	-0.884118900324652	-0.850473232246567	-2.05571611168449	-0.929638538256202	-1.57133511275724	1.53143636675497
"126"	"SLC12A8"	3.92939276828344	3.22621743796348	3.10720484765685	2.27521009246545	3.14862422221304	4.66344402232607	2.18152773451464	4.63110335073008	3.18711236750631	5.02831212353544	4.85736610194066	5.03272444065619	4.81215545939714	5.03844771628601	4.56004029221175	5.92440394500217	5.71343021655237	2.81212926288967	3.41495797784728	5.07187425348832	3.29049217611477	6.39025978890058
"127"	"MELTF"	2.69153847585592	1.94136181983284	4.14230048176153	3.26905249233709	3.97987847177342	2.5077640515961	2.37380135621474	3.86972509858033	4.01255216257928	5.54511894535999	4.64499727317354	3.6859311873458	3.58838106078488	3.60832850101677	5.46260613233198	4.59897759007229	4.53113300229228	5.21953241130229	3.95383633238343	5.13316674008937	2.97852537028931	3.97785639350389
"128"	"LY6G6C"	5.28088194430651	2.45692465433955	5.16339707519326	3.11229964828813	4.59665193648889	5.5349374128515	3.38605211303112	5.62319921048625	4.60813248420571	1.62484984892301	5.82178741170865	3.9322373232508	2.67522263676035	2.36018452744374	2.46370356346379	3.31777032151269	0.780951691558935	2.55711223115086	3.7261083423088	1.00721223115176	2.65957512466011	1.06380581442558
"129"	"LDHD"	2.31267102876286	2.52697877576519	1.77331993016257	3.05069077788858	4.02229450395786	3.66004013249725	3.41444959774626	3.49684343655162	3.7208138124105	2.27521009246545	2.75675042670095	3.0298457279721	2.02393681209778	1.39918504160551	2.05179971720178	2.29003524381974	1.62117890055661	1.81624320240776	0.41096499272367	2.49875169318851	2.80892302621819	1.91535051467406
"130"	"CDH13"	3.57242785322152	4.64967206575802	4.5586460880316	3.80645266056406	3.86583393252975	3.04893178520823	4.2144880698044	4.43990790054697	5.16461671254987	5.39709027774873	5.98710005275082	4.24984195786347	5.95440998764276	7.44799836194696	4.67723415208113	5.66650044339061	4.07543180177265	5.25451944845422	6.5616987024234	4.2896757880962	4.50163233182206	6.64228535882137
"131"	"LACC1"	1.66195639396268	3.65962764349776	2.57118360989075	-0.877165044976396	1.26926948201361	1.95521010216353	0.46497387339321	2.79639700529019	3.17067040982446	3.99520186320599	4.08758484608788	3.57101563538033	3.41639612602969	3.69835563613533	3.03450849568346	4.38554112022297	3.43288690500925	1.76681535148677	1.96863123632897	3.65920268171253	2.91124356642751	3.66622684896261
"132"	"BNIPL"	4.66884339352571	2.79507291696369	4.43638706737073	3.49162392412337	5.23312821354773	5.13948259502556	5.12084741541271	3.64709475048439	3.63938816769721	2.21014004171924	3.52017733400544	3.71758847601836	2.70667652184025	2.79833778052153	1.77019269968031	3.14589220522997	1.7958258183418	2.21097255850573	1.73818894204826	5.10955492549776	4.32562992584799	2.016383902399
"133"	"STK10"	4.06471045616541	4.51947604035164	4.6071188256379	2.80211895310803	3.91126040564991	4.86170163231321	4.52601071103514	4.45088696441342	4.62769360398441	6.60774970334431	7.22168138271773	4.82170681723546	5.33242045173612	5.10352511984464	5.87811704743134	5.67706005967291	4.98108928986358	4.10689204937827	4.22605524470313	5.14866773161958	4.90642060237555	6.18658333185177
"134"	"IL17RD"	5.27518487586746	6.55246287903054	5.30203121422325	7.32841388075138	6.57470775700137	4.55160590930243	6.49138915992043	6.8031933653516	6.81223743622731	4.45269984984045	5.15204697486392	5.28449595900014	5.55812349545596	3.66667531918364	3.96587561253706	5.66417266728073	5.78996062870074	5.43144535146619	6.27839801616478	4.33839985684335	4.78758320910967	4.81385174136712
"135"	"MEIS3"	4.46616428335813	4.39428885276251	4.1362818269208	1.22041941116739	4.74959591345694	3.65255189356741	2.70600938528351	4.17551425747703	4.85642994010196	6.05983488511939	6.10945010760436	4.6206245772349	5.811432741584	5.02170217664574	5.41999943215526	5.23372772531576	5.77030516508024	6.07412132707565	4.30693704447805	4.23744282437582	3.2413090335244	6.41598120543279
"136"	"ANXA9"	5.95813483648763	2.67589045866107	4.58280002520277	4.32346631383425	6.46571633347132	6.02986763428222	5.80846902963086	4.24500374260096	4.25201650068506	2.0546213734961	3.10445405156067	4.14579850454636	4.06737473928168	1.7859609053118	3.06659909328332	1.86207319640235	1.09548083550237	5.1022474565848	2.14177433717162	4.61490691611634	5.22015113522081	2.3194370353015
"137"	"LAG3"	4.55476546003834	5.14987100811194	5.35006869536173	5.78286356232023	6.89615616309797	6.00943212896167	4.93263130387892	4.04738682601953	5.13316674008937	5.62161253370053	4.2287574408225	4.7984571595089	4.20999184387931	3.61336596629935	3.79917513676068	5.057284341697	4.11386455367965	4.11423177675182	4.57927892341477	3.30180561729128	4.5080631956591	3.59446234997325
"138"	"NUP210L"	2.68146728773638	0.352013691012206	3.51874026126031	3.66667531918364	4.77446180336966	4.51080783890524	3.1106277045163	2.05813999857153	1.46396184701697	1.62238708009587	2.79442479098735	0.869522557312325	0.408324552018252	0.880596671785126	1.02405343288836	1.6921463278444	0.958161187621714	2.12080698972887	1.55557259332985	2.00319061551616	1.37528186889244	1.8041993823057
"139"	"DHRS2"	3.27813106806892	2.89327925775041	2.49192605888895	-2.66292921730505	1.86207319640235	1.01430740306649	2.16928781122748	1.46787462008951	3.10503853890881	-1.93383884862728	0.534213718226852	-2.02458478968735	-0.746872419040957	-0.94474460973065	1.86821142548414	-0.502675055937372	-1.24911811489045	2.45103660969755	0.578755265449757	-0.586920098736846	-1.21342871611815	-1.39899117236456
"140"	"RAB24"	2.77400486021698	2.25258829141908	3.41347225849186	4.12310706186721	1.18751659323117	1.2580133530906	0.244858700423092	2.46521851145502	3.84287351992416	3.70780797310219	5.33053780092005	4.01820322078545	2.62483842945786	4.07429564170662	4.60378515315944	3.88445639684017	3.61660438740142	3.17995249974434	2.53872975524112	3.92116744638784	4.51377551082567	3.51397944510237
"141"	"KCNN3"	3.24235400348926	4.31704811710086	4.15864508416406	7.37274407331434	4.57692991392952	3.36233772982168	4.33628319556309	3.79706133726113	4.76006841729608	2.61652511319191	0.672366303102802	3.39606213128112	2.95914310145403	3.83502743289324	0.233646300923628	2.41906730016115	3.24826536673691	2.99614717147702	5.21519044484337	2.08292232847257	2.72300450929668	3.08489569779907
"142"	"CLMP"	3.29262308123916	3.59215890296945	3.98184284140056	2.34253012540918	1.41647391285464	2.24683831594516	3.99871223567922	3.4009011214022	3.93140414911133	4.54274424660511	4.41793503895451	4.1253412811322	4.85081616589116	3.82246436969976	5.98811038971666	5.17848769840785	5.10699985956442	2.92839072514748	3.62023188944414	4.15038094964381	3.15774812897124	4.97821140545937
"143"	"SPHK1"	1.98429149986003	3.30333044508791	2.64367142260167	1.98236781404746	2.68146728773638	0.747325896343624	1.60040649575619	2.89327925775041	3.3830204209363	2.82307275721001	4.19430993202175	2.30353952591072	4.6698346778884	3.54047488560227	4.3391119977627	4.37666747385872	4.51521234660555	2.73095446821083	2.35686781227164	3.51728857419751	2.83556126211854	4.13170550641821
