"Rownames"	"R0.1.1"	"R0.2.1"	"R0.3.1"	"R0.5.1"	"R0.6.1"	"R0.7.1"	"R0.8.1"	"R0.9.1"	"R0.10.1"	"PR.2.1"	"PR.3.1"	"PR.4.1"	"PR.5.1"	"PR.7.1"	"PR.8.1"	"PR.9.1"	"PR.10.1"	"ER.1.1"	"ER.5.1"	"ER.6.1"	"ER.7.1"	"ER.10.1"
"22"	"RNF212B"	1.3820256011123	1.373980752154	1.88774238547203	2.21607155217644	1.95709164728071	3.34022422426333	1.20726071104435	3.06061879943324	2.30187818982101	-0.291939688446593	0.927929604650606	2.30023679929737	0.300875916137633	0.721040223087185	0.889696692629951	-1.64398148680464	0.661774377213558	0.893450478048353	1.20424400908482	0.100720787515642	-1.30607619613504	0.663815606045691
"23"	"RGS22"	5.1227438813552	4.89446240286245	4.32201651213833	5.10384986384119	3.34697113567525	3.53576614235664	2.12080698972887	2.68410476197996	3.1393859383923	2.38568645693102	2.20499252339237	0.997357059326258	1.81505093996499	0.747325896343624	3.23914685161586	1.94521310969165	2.54527138236005	0.815165324520954	1.30838541327274	3.28582372273029	3.02645024017426	2.56533862414921
"24"	"ALB"	0.755787259324689	2.31524855308428	0.672366303102802	2.33097129200103	2.10235320430288	0.18976323642917	0.213552890514806	0.688707475321142	0.971748275569829	-0.752952127879659	-1.93383884862728	0.645171466974358	0.723015699327719	-1.09969101333732	0.846828974150242	-1.85782167677334	-1.33081442093857	0.0481175123174093	-0.94474460973065	-0.196416636906838	0.00300885033753584	-2.44708338555486
"25"	"HOXA2"	3.48230340090844	5.03715661599577	1.52527683028995	1.22196768593659	4.37947238331659	3.36584971009788	1.95918014604441	4.53805971203092	3.96824936488807	6.21678780799301	2.29418542784077	5.15236189884679	5.90421423698652	4.10421684576299	6.47080141892712	7.17557795114652	4.9018827363272	5.4729871576404	6.38762651701561	7.10726435675583	8.3582541202019	5.87125661890291
"26"	"HOXA5"	3.2852943541314	7.52340735042476	3.43866955154501	3.07599280473019	4.99527093199502	4.19648608165686	5.02041537608617	7.1392500274644	6.80223330412332	7.97022686037875	5.43517081200498	7.12837503968858	8.4088853108891	5.47204734143346	9.47724090849024	8.4352396092786	7.47796924277911	9.49902236930664	5.91441834317199	9.70294351501254	8.11610955231543	7.61850080869765
"27"	"ALG12"	3.82997682540171	4.37309530638103	3.20726267240751	3.89896611178912	1.55435968590475	2.36018452744374	2.75873809080149	3.69965273869308	3.33814433789291	4.40777242597799	4.934902175076	4.19904312093496	5.11171180802775	3.84849870634468	5.28753897911961	4.13208436241794	4.53700186012892	4.07619488027205	3.68858897859133	4.14193131640185	4.72527650171368	4.58483186680542
"28"	"FCGR3A"	4.29963564621182	3.47750311195749	3.71437417036564	2.2031966796933	5.56285338487688	3.95672552012133	3.80180675544657	4.85767462390602	5.28023692317044	5.82975260875544	7.439240084273	4.97854009105637	6.90751266021435	6.16591639581513	6.46841058665737	6.1046774819296	4.80655884099605	4.99682479263891	4.22082583811138	5.58662495511428	5.37003148279046	7.02160290263515
"29"	"DKKL1"	1.14843895541366	1.81624320240776	1.78486161508706	3.89535071949443	3.41989896471026	2.79303360721874	4.4701354935129	2.68738841675625	2.84755394606691	-0.546767789022151	0.733236561645406	-0.0619742696641401	0.0131660610394508	-0.00694035795199444	1.30698478311487	2.33340466445084	2.10658352386186	1.95709164728071	2.37218093474337	-0.208446373438202	1.75810104149455	-0.333254328983696
"30"	"SLFN11"	5.0051614016114	5.91935376043336	5.20752337317968	3.55175905948182	4.90906606720405	5.14071456824658	3.87387989074105	4.51311375891884	4.82202479265281	6.89951352796702	6.76584915358655	5.84970348348626	6.09150237440625	5.63481300785484	6.23338220918105	5.83425480174553	5.68533950373805	5.51349277920291	5.84637965469402	6.25243988927279	4.48952242237538	7.21052268392197
"31"	"HLA-DQB1-AS1"	1.30263270457896	1.39244555857888	-0.766366214402852	-0.175367304999441	-1.93383884862728	2.17974833025173	-0.779466409488071	1.15648622575169	2.4644613542323	5.83494366005399	5.33596818429364	4.45839520546761	4.01543707939225	2.16395728233393	3.44451569070421	5.25705142896034	3.38504714859903	-0.192087623373524	0.578755265449757	5.12084741541271	2.43754980519959	2.67175412468179
"32"	"MAN1A1"	4.45228411848781	5.26862550319051	4.83002998965758	1.51327092272041	3.36078042988119	3.15774812897124	3.8701894229877	5.08648483039326	4.15264361118347	6.52058487839689	5.42784428179892	5.06935203761214	6.38913667650143	5.05473094049549	5.28348004108112	5.89190704267307	5.74721994087419	4.79975441181963	5.6994352542984	6.13959395252841	4.00298383458232	6.18728898042941
"33"	"SSTR1"	3.22242972498797	3.22459979159391	1.91535051467406	1.86422658962542	4.64362151385078	3.23655125250023	4.37592212249148	3.35625793789186	3.53434030294047	1.8304800734635	2.09955994965957	3.12756063873075	1.28162789447689	0.869522557312325	2.14893413075392	2.97852537028931	1.74029073763124	2.28751381992844	1.34937607501641	0.543353715817176	0.968368779825704	-0.632286255907254
"34"	"TPST2"	2.7531710780123	3.38556004829254	2.91005480225842	1.68879170391441	1.45738311520058	1.49327429197828	1.00563473889002	3.32137870762005	3.09486522014374	4.07505414284172	4.26901537063949	2.54318506727033	4.03649739977812	4.02782560263843	4.72362010639108	3.85300182291734	3.05350830986351	4.10570501487715	2.8678973931522	3.1026181985824	3.14589220522997	4.16974234496341
"35"	"NPAS3"	3.71990938228439	7.26797370620428	5.94009010748167	5.90062437876378	6.51444778934515	5.31755619574114	5.78317056799506	7.47598578321441	7.20940409471625	3.77070437493205	2.68674496154715	4.78696703213479	4.08253621159671	5.25264362372721	3.05885576863311	4.48418221135329	4.78441737126313	4.54616532928341	4.99842581053823	6.53116269250245	3.46102878960906	3.33862071862546
"36"	"DSC3"	1.37528186889244	2.66155128061575	5.28479186033037	0.233646300923628	4.32562992584799	2.56684246911844	1.47169237588068	4.37629007675545	3.19193228997087	5.91576203109999	4.90122517548715	4.25162814481745	5.04385466005148	3.7261083423088	5.13165503891269	6.44251730727119	5.88728519283784	2.37851315316575	5.59319663943612	5.34944266226424	7.9691222692974	5.42653122775189
"37"	"NPM3"	3.81514178747433	4.69576389250732	3.86249874511326	3.60605519499942	5.41931337431957	4.88738407039042	4.72032065078569	4.11851859534761	3.89659684388746	1.99916153397725	2.19028473293595	2.41751308072576	2.46596801550323	2.20234847774917	4.33698142372725	3.68858897859133	3.18817949048632	4.57280864953122	1.83661983404571	2.96347924042335	3.935468174111	2.78710872045694
"38"	"ZNF750"	3.76350043166776	5.52078997582317	1.83767760304302	1.64799618123241	5.54477946280537	1.97952876392253	6.35051888336864	4.09356988057546	5.61524979131338	0.122784135324971	1.61251528106396	1.62727048484945	0.867755028134257	2.31433868195895	2.04079979904898	1.35075029094453	1.61251528106396	1.59060678990188	1.6642081801943	0.9187228327085	4.53968739653454	2.24426227185725
"39"	"RYR2"	7.70075372882686	7.81214744580125	8.41214011663097	6.63608274037283	6.20262344830029	6.00578225145086	5.36813577733384	8.10169544180905	8.15179923369803	6.46956697861307	4.10803646396407	5.3251454378328	6.20824313404693	5.44974122455761	4.16097427072088	5.27775124360161	5.71124924391224	5.35505588817731	6.21678780799301	4.8369048056838	4.45702623105744	7.40272991612348
"40"	"LEKR1"	2.17883361234199	1.38470174912876	1.33394015789052	3.09262623586635	2.65545842378663	2.0554904467425	1.82602409304966	2.14893413075392	2.34894972375353	0.503381085715448	1.15812788894682	0.858076640822943	0.418244827631266	-0.283263044637839	0.0676866479003193	0.462685674271781	0.852540409645727	2.19968297089601	1.28590987491022	2.57118360989075	0.782907544451874	-0.766366214402852
"41"	"CD207"	2.72626641063006	7.23795204193286	4.50774003380808	4.05698122594235	6.20056638049382	4.06277646478237	4.52837419224767	6.05373933228374	3.88324763835238	3.81514178747433	0.751466588738857	4.09882163338302	0.553498120904739	2.73580515330293	2.00695704766342	2.64299883018167	2.86664271443124	1.68760715387532	4.25949824977047	2.8672713740149	4.17091740425746	2.62210596197924
"42"	"CYP3A43"	1.06554410051522	0.61191577071232	-1.43046335946729	1.78698197882508	2.41588164155015	2.15497190347718	0.543353715817176	0.562682637368334	1.19679334783051	-0.266708004142885	0.344228672571293	0.282111807257859	-1.88290531405195	-0.813906822527971	-0.712367329308848	-0.786327448352223	-1.06148238842898	-0.2627929228513	-0.215925168783354	0.314296477121516	-0.813906822527971	-0.200429435310006
"43"	"HOXA3"	0.775032474098815	4.16846782142769	-0.376034661915472	-1.33081442093857	1.81057313670025	0.678452782081187	0.331193460272315	2.93195788378386	1.78019688309284	3.21102874948679	0.259138865745694	2.3832682562507	3.82794047541232	1.61873922672737	5.85601412174273	5.25794170435805	4.21813382991616	5.14802539539333	4.10004090373788	5.14354855138447	6.19775272971147	3.95837968959827
"44"	"OR56A1"	1.77446763676489	2.02393681209778	4.86604124366282	5.10160264014052	5.77600197526788	4.46939664779176	5.41059878355187	2.88746062085156	2.34015465303615	0.0809696920463097	1.71695974450436	-1.83430046853997	-0.906269471483004	-0.632286255907254	1.82936265273626	0.425627128802748	2.25093267200751	2.32105300343553	1.55435968590475	5.20217659985102	1.98337932088524	-0.0657899137494615
"45"	"CGNL1"	5.23971548476129	5.87973782999785	4.8664002776287	5.88005332686127	5.4509946936884	6.03984444919693	7.23262741163628	5.09439102844796	5.25705142896034	4.59771205180453	3.4009011214022	4.02351079523815	6.18433059295336	4.38882359900959	5.66717236062263	4.45269984984045	3.7824117690443	3.62164245567622	3.61614717161934	2.95855848400475	4.03299028253531	4.82845625332022
"46"	"BMPR1AP1"	3.2493090924102	4.64933455837826	3.7537751997454	4.0773502792945	4.71668628193967	3.54556151745088	4.17052213002145	2.78779485241795	3.72961907672359	2.8127703498703	1.68291602969365	2.59803930629944	2.17883361234199	2.48357812977031	3.19139062135686	3.20892400252796	2.65342320542585	3.75764763664496	3.23501257227833	2.80892302621819	3.07296658307666	3.2636330272457
"47"	"IFFO2"	1.20870143315297	-0.455015853782661	-0.51899282177989	-1.13896191855375	-0.978373608978961	-2.24037028023166	-0.283263044637839	-0.502675055937372	0.438439294351256	1.36696926588481	1.06554410051522	-0.466442230410839	1.44685551582212	1.19217232177903	1.26374573919704	0.524990517883754	0.889696692629951	-0.0139612889592664	2.30601373830248	0.233646300923628	0.382574150084846	1.67352010348312
"48"	"AGBL3"	3.08316259976642	1.73362341973787	2.70667652184025	3.20356554542463	3.19647096037254	4.34618288879846	2.90505642256807	2.93899827569568	2.87543803600657	2.2194727566107	1.81271265695712	2.55711223115086	1.73925188976602	1.29283386765215	0.878826122617296	0.949282024738794	1.70465519063316	2.47428015058608	3.44248884696127	1.8335431373674	1.34798858334878	1.19679334783051
"49"	"ADCY5"	3.39101067490068	3.68195117397367	2.70392114707131	3.88405453652097	3.51165947021474	3.43623175330317	3.89129569702533	4.05264410235966	3.55512828115492	1.99511184030796	1.52899395640332	1.96222006355086	1.76903466593411	0.128751699573889	2.0259835057198	2.66560219072625	2.50995053649607	0.620977913363815	2.44150297771531	1.72388665798991	4.94288480348758	2.60304663715766
"50"	"BMP3"	0.841322085945866	1.69540509231657	1.01098365754313	-1.88290531405195	1.00563473889002	0.0230610750691724	2.17499664761103	1.64468622580675	-1.39899117236456	-1.21342871611815	0.46497387339321	-2.38441753576491	-2.44708338555486	-0.961877991136217	-0.650628377472177	-1.37000528897012	-2.9894303906846	-0.0275640479581742	-1.1296040900204	-1.9649465924087	-0.310717051412296	-2.57575626982724
"51"	"FAM131B"	1.41907851010285	0.830028012448515	3.08543034797269	2.24426227185725	4.3710025420073	4.71210760381499	4.02509171032871	3.07544732081117	2.15070151893185	0.630364865511691	0.377726762945009	0.560287397480314	2.07721479787952	1.55938312452151	0.122784135324971	2.13817529492058	2.08929250545532	2.08567080273374	0.708819978285305	0.113531484608527	1.06380581442558	2.00016860944567
"52"	"RUNDC3A"	1.56539911629387	1.33953285428132	1.05247408465535	1.58938776030129	3.97316375902224	3.08207802960086	3.44507531439114	4.26864994328928	2.76594306898798	-0.406113315945607	1.2580133530906	3.67432898389568	0.900518043168831	0.00626953388674778	-0.139633671192844	-1.17946331624251	0.735326239955319	0.369950303109058	0.150264566423002	1.81271265695712	1.35370669987457	-0.586920098736846
"53"	"RUNX1"	6.74200481313699	7.01048446755414	8.02027414142238	4.68888942609437	7.07446801815631	7.19435528364874	6.18579595636897	8.46751386165767	7.46645174867543	8.74772005029327	8.72688479571822	7.8311641552294	8.69539947823148	8.91457769336032	8.28981062377711	8.98815190778515	8.89779613916248	8.35517615752891	7.20460102811189	8.18359879088289	7.04716798903322	9.83784563746863
"54"	"CYP2E1"	4.18800321195112	3.45956211090667	4.40883285998947	5.70578935359625	5.60348092493184	6.56537304569652	3.93057140402054	4.3551907719398	4.5851781206393	3.4267107256853	2.12267408074855	4.5772845159463	2.80273302670549	1.9252519357367	2.4562216251747	2.81659632336115	4.62464156822528	3.53341259537103	4.57692991392952	3.01159806607673	1.8010972411025	3.57398684664579
"55"	"ID4"	10.3880683338168	7.95051582925521	8.5171812478196	11.7430650857905	6.94116363576531	11.2108937634309	8.09574823283724	8.69761251829741	8.77869256698923	7.37667237790841	7.03688363664776	8.38640586242736	6.78753243326987	5.81243988492792	4.44266404261801	7.10999371165939	7.12785392971769	7.98310805356211	5.80165471386509	7.41459711547735	9.19881807123178	5.86740228610675
"56"	"HMGA2"	4.98172411530047	4.3716878753671	6.95892996502367	7.70819628895204	8.25729835575093	5.55842616733628	7.79574930861211	7.15184383721887	7.58506050028588	2.05725590153567	4.16475885734774	4.43246112836093	2.72229395480322	0.839526491989704	1.48312873341365	1.99213410437837	7.11816164894852	5.07947833367995	5.93785957276565	-0.319676624492452	7.48075709673378	2.65612328383574
"57"	"PLXNA2"	6.04692272168909	6.2987883563037	7.50985691820927	8.1307276864657	6.77391349740237	7.63112593573047	7.55038463290421	6.50857993014882	7.22105266612608	5.13604583307413	4.6769138391617	6.4444836600703	6.17307578403934	5.70452949932822	5.01279893719214	5.65674329885979	6.86247874876845	5.26457060761135	7.41612942340996	4.42826129226398	6.11487519829765	6.1582653367496
"58"	"CA12"	1.8816332991539	2.05362943835035	1.57245985729175	0.574273995388612	3.36285558405868	3.4949244905513	2.11373900676313	1.8041993823057	0.665970189261985	5.62609968632	6.33263577197684	3.0425884908217	3.2141481550528	3.55561431445928	5.09282923558017	4.36025915394274	3.57769695478091	4.08957851301502	3.20944549305898	4.00783280354699	0.818897479677633	3.43340745765227
"59"	"P4HA2"	4.41863430120478	4.46253554740579	5.09657649648172	4.08253621159671	4.1751525460758	3.57398684664579	5.34913340716936	5.23372772531576	5.58474265581532	5.14385865829942	6.80869016830448	4.81082649643607	6.09216537634214	5.58221906706313	6.57876205704154	6.17889439720328	6.60905838063839	5.85763472076964	4.7356751145805	6.40540804965504	4.92912943274276	5.95140659170401
"60"	"TLR6"	2.74873974069098	2.82181977212874	2.2221572178598	1.08597810159583	1.67118470480375	2.53134314303441	1.24756068646342	3.05408652771293	2.41271230916901	4.99972572799587	4.47962292690356	4.29336175811636	4.32274139025391	4.10570501487715	3.69657637461198	4.06316221819002	2.96347924042335	1.99213410437837	1.46396184701697	3.68958473590073	3.02468419075118	4.7363288388485
"61"	"LYPD6B"	3.94678021379164	5.79618372328578	3.67208738943143	5.61618104273717	4.21743435049571	4.19357493509805	2.74951069829536	5.08011582258145	5.03941904983479	1.64135103835073	1.36165461434173	3.85094061263778	1.94323927039577	2.19028473293595	2.46001079823142	3.45421070624773	2.83058745592736	3.19477136519597	3.00923608522882	2.55711223115086	5.07634605751931	-0.877165044976396
"62"	"HTATIP2"	5.80395689582372	4.65712915931941	4.11739044997159	2.11373900676313	3.95383633238343	4.49229402020722	4.48952242237538	4.62029375304777	4.77981999635871	5.54641537245296	6.28550697011954	4.9168576834932	6.59177985877989	6.05197480575076	5.52900912691335	5.39258953427081	4.62029375304777	5.99472654633271	5.276771623166	5.99918185409545	5.03782115437571	5.21231189025716
"63"	"FSIP2"	4.29036464928695	4.10803646396407	4.72231616326675	5.48866875616851	5.46666197130183	6.91811529284197	6.7484403167038	4.41933408290468	4.50061391205851	3.68507036617311	3.34073577720605	5.33536110091212	3.48043946533954	2.93843609891991	3.79791760383994	3.22074769085273	4.56939567823293	3.70694972820187	3.89619693684068	3.34073577720605	4.85705790499154	3.50293113439221
"64"	"XYLT1"	3.50434552064231	4.17441148456787	3.65874510769067	1.79356258455301	4.0777256445338	3.06182760542026	2.27851111806559	4.03446597589053	3.4376816034024	5.21103849675009	3.56109716563096	4.08557457269655	5.37559904395344	4.54406340527575	4.24142368284121	5.01121915033448	4.71603043937441	4.30291416343136	3.94637414371014	4.16175511909578	3.75977048042278	5.59036421161951
"65"	"KRTAP5-10"	4.85150811667599	4.58382468852404	3.85094061263778	3.82166842055478	4.49332941762199	6.67911908786309	4.29259779889679	5.25921565764339	5.75641675846008	2.14985687120964	3.7891863530789	2.54527138236005	2.1480671473814	2.27357635610489	1.64245107725115	1.72280147412931	4.1126647731078	1.50201247157425	4.55266715539814	4.41373833460804	5.73088123467723	1.83454579279082
"66"	"STXBP5L"	3.48713301899267	4.01338141014583	3.34806019638662	2.29767361335884	2.08746117070078	2.07999031681955	2.77540413858859	1.48312873341365	0.428428375793823	-2.44708338555486	-1.39899117236456	0.771430471987689	0.290179956625408	0.165399908637277	-0.406113315945607	0.110346216950624	0.706743025527139	1.50708812586915	3.83766244640198	0.479468374002458	1.20566330236503	0.174339417137871
"67"	"LGI2"	2.96161745213549	2.90568035417154	4.37135190598482	1.4869355164846	4.12683439269719	2.13726195894706	2.14441121874779	2.73707350587783	3.48090676884653	6.93089531887596	4.32897013131124	4.67116806034624	2.88551847593878	2.73308398511325	4.05093606245151	5.76645564182007	5.58564268108816	3.83978476538717	7.87990843476847	5.52267676411396	4.31456801280431	5.37215913526462
"68"	"MSI1"	5.54767852314842	4.59532841050639	6.47912408891755	6.69715742383017	5.85101020604874	5.90855832970104	6.31615397440965	5.33536110091212	4.73665249436165	3.03507827821198	4.46052076031785	3.06426482592709	3.17451989346115	3.69092506606786	3.35423044281173	3.30483629928846	5.6178285583057	5.86234209629982	6.77038160823385	4.04699666875121	2.96284522448011	2.8489047369847
"69"	"SGSM3"	3.69615684712121	4.50094191444536	3.92978772056196	4.14505702210811	2.16661225574586	1.81939433932073	2.80892302621819	2.86151853861418	3.18225042468409	4.4331882159897	4.0396072910207	4.0558076697864	3.98783390676018	4.71703962484881	5.57167422790666	4.61896183815194	4.28644313438936	4.00578372427273	4.08995729894342	4.19098410932974	3.88405453652097	4.37451033705027
"70"	"PCBP1-AS1"	3.09486522014374	2.34572023159203	3.33466928502983	5.13097369130264	3.27499681071013	3.66178536110537	3.36483069898328	3.50293113439221	3.4620438488812	2.87173783971192	1.97053849207299	3.27499681071013	2.22028177664359	1.55188616890596	0.522476086607956	2.19114381564294	2.96102532559	2.27851111806559	2.86028051174397	2.47576499911898	2.56684246911844	2.3226479721826
"71"	"RGS9"	2.82053587795416	3.23707507437198	3.17178046662395	3.88970071815277	4.29998850800439	3.90632062074305	3.71578885832756	2.10841327026028	2.32182280653369	2.60807611419451	1.78019688309284	2.70600938528351	2.48271899941749	1.35904324907002	1.86528004583781	1.86625335712398	0.93326466323401	1.66759551202894	1.14693253506787	2.04256923502682	4.11032274799355	1.6746226184824
